NDVI,MSI,NDWI,NMDI,VSDI,MNDWI,STR
0.800829875518672,0.571428571428571,0.272727272727273,0.592660550458716,0.762,-0.43455497382199,2.71813503649635
0.860194174757281,0.453027139874739,0.376436781609195,0.623728813559322,0.807,-0.19774011299435,3.76998113207547
0.854351687388987,0.425287356321839,0.403225806451613,0.659777424483307,0.807,-0.204188481675393,3.40532608695652
0.82680412371134,0.44920993227991,0.38006230529595,0.65607476635514,0.829,-0.195530726256983,3.72639719626168
0.749408983451537,0.589189189189189,0.258503401360544,0.594827586206897,0.803,-0.278350515463917,3.09425806451613
